0,0,0,0
0.01,0.00199994,1.57078e-05,0.00785398
0.02,0.00399969,4.71224e-05,0.015708
0.03,0.00599914,9.4242e-05,0.0235619
0.04,0.00799815,0.000157063,0.0314159
0.05,0.00999661,0.000235583,0.0392699
0.06,0.0119944,0.000329796,0.0471239
0.07,0.0139914,0.000439696,0.0549779
0.08,0.0159874,0.000565277,0.0628319
0.09,0.0179824,0.000706531,0.0706858
0.1,0.0199763,0.00086345,0.0785398
0.11,0.0219688,0.00103602,0.0863938
0.12,0.0239599,0.00122424,0.0942478
0.13,0.0259495,0.00142809,0.102102
0.14,0.0279374,0.00164756,0.109956
0.15,0.0299236,0.00188263,0.11781
0.16,0.0319078,0.0021333,0.125664
0.17,0.03389,0.00239954,0.133518
0.18,0.03587,0.00268134,0.141372
0.19,0.0378478,0.00297869,0.149226
0.2,0.0398232,0.00329156,0.15708
0.21,0.0417961,0.00361993,0.164934
0.22,0.0437663,0.00396379,0.172788
0.23,0.0457337,0.00432311,0.180642
0.24,0.0476983,0.00469787,0.188496
0.25,0.0496599,0.00508805,0.19635
0.26,0.0516183,0.00549363,0.204204
0.27,0.0535735,0.00591457,0.212058
0.28,0.0555254,0.00635086,0.219911
0.29,0.0574737,0.00680246,0.227765
0.3,0.0594184,0.00726935,0.235619
0.31,0.0613595,0.0077515,0.243473
0.32,0.0632966,0.00824888,0.251327
0.33,0.0652298,0.00876146,0.259181
0.34,0.0671589,0.00928921,0.267035
0.35,0.0690838,0.00983209,0.274889
0.36,0.0710044,0.0103901,0.282743
0.37,0.0729206,0.0109631,0.290597
0.38,0.0748322,0.0115512,0.298451
0.39,0.0767391,0.0121543,0.306305
0.4,0.0786412,0.0127723,0.314159
0.41,0.0805384,0.0134053,0.322013
0.42,0.0824306,0.0140531,0.329867
0.43,0.0843176,0.0147158,0.337721
0.44,0.0861993,0.0153932,0.345575
0.45,0.0880757,0.0160855,0.353429
0.46,0.0899466,0.0167924,0.361283
0.47,0.0918119,0.0175141,0.369137
0.48,0.0936714,0.0182503,0.376991
0.49,0.0955252,0.0190011,0.384845
